DBID1,DBID2,DBKEY-pair,label
DB00625,DB00829,DB00625-DB00829,1
DB00625,DB00900,DB00625-DB00900,1
DB00625,DB01551,DB00625-DB01551,1
DB00625,DB14783,DB00625-DB14783,1
DB00625,DB08930,DB00625-DB08930,1
DB00625,DB00843,DB00625-DB00843,1
DB00625,DB12301,DB00625-DB12301,1
DB00625,DB04855,DB00625-DB04855,1
DB00625,DB01395,DB00625-DB01395,1
DB00625,DB01126,DB00625-DB01126,1
DB00625,DB11952,DB00625-DB11952,1
DB00625,DB09101,DB00625-DB09101,1
DB00625,DB00879,DB00625-DB00879,1
DB00625,DB12147,DB00625-DB12147,1
DB00625,DB01253,DB00625-DB01253,1
DB00625,DB00696,DB00625-DB00696,1
DB00625,DB01175,DB00625-DB01175,1
DB00625,DB01215,DB00625-DB01215,1
DB00625,DB00783,DB00625-DB00783,1
DB00625,DB00783,DB00625-DB00783,1
DB00625,DB00655,DB00625-DB00655,1
DB00625,DB04574,DB00625-DB04574,1
DB00625,DB00754,DB00625-DB00754,1
DB00625,DB00749,DB00625-DB00749,1
DB00625,DB06414,DB00625-DB06414,1
DB00625,DB04953,DB00625-DB04953,1
DB00625,DB04854,DB00625-DB04854,1
DB00625,DB00949,DB00625-DB00949,1
DB00625,DB01023,DB00625-DB01023,1
DB00625,DB01039,DB00625-DB01039,1
DB00625,DB13873,DB00625-DB13873,1
DB00625,DB00813,DB00625-DB00813,1
DB00625,DB06702,DB00625-DB06702,1
DB00625,DB01195,DB00625-DB01195,1
DB00625,DB04908,DB00625-DB04908,1
DB00625,DB01185,DB00625-DB01185,1
DB00625,DB01319,DB00625-DB01319,1
DB00625,DB06717,DB00625-DB06717,1
DB00625,DB01320,DB00625-DB01320,1
DB00625,DB01044,DB00625-DB01044,1
DB00625,DB01155,DB00625-DB01155,1
DB00625,DB13879,DB00625-DB13879,1
DB00625,DB11575,DB00625-DB11575,1
DB00625,DB01018,DB00625-DB01018,1
DB00625,DB01159,DB00625-DB01159,1
DB00625,DB04946,DB00625-DB04946,1
DB00625,DB06636,DB00625-DB06636,1
DB00625,DB00951,DB00625-DB00951,1
DB00625,DB11757,DB00625-DB11757,1
DB00625,DB01167,DB00625-DB01167,1
DB00625,DB09083,DB00625-DB09083,1
DB00625,DB01322,DB00625-DB01322,1
DB00625,DB01009,DB00625-DB01009,1
DB00625,DB00709,DB00625-DB00709,1
DB00625,DB11951,DB00625-DB11951,1
DB00625,DB11560,DB00625-DB11560,1
DB00625,DB12070,DB00625-DB12070,1
DB00625,DB01227,DB00625-DB01227,1
DB00625,DB09237,DB00625-DB09237,1
DB00625,DB01002,DB00625-DB01002,1
DB00625,DB13139,DB00625-DB13139,1
DB00625,DB01255,DB00625-DB01255,1
DB00625,DB00722,DB00625-DB00722,1
DB00625,DB14509,DB00625-DB14509,1
DB00625,DB04948,DB00625-DB04948,1
DB00625,DB00978,DB00625-DB00978,1
DB00625,DB08827,DB00625-DB08827,1
DB00625,DB06448,DB00625-DB06448,1
DB00625,DB01601,DB00625-DB01601,1
DB00625,DB00678,DB00625-DB00678,1
DB00625,DB06077,DB00625-DB06077,1
DB00625,DB08815,DB00625-DB08815,1
DB00625,DB12674,DB00625-DB12674,1
DB00625,DB13985,DB00625-DB13985,1
DB00625,DB08932,DB00625-DB08932,1
DB00625,DB00934,DB00625-DB00934,1
DB00625,DB00939,DB00625-DB00939,1
DB00625,DB00784,DB00625-DB00784,1
DB00625,DB00814,DB00625-DB00814,1
DB00625,DB00933,DB00625-DB00933,1
DB00625,DB00660,DB00625-DB00660,1
DB00625,DB01403,DB00625-DB01403,1
DB00625,DB00968,DB00625-DB00968,1
DB00625,DB00849,DB00625-DB00849,1
DB00625,DB06710,DB00625-DB06710,1
DB00625,DB00683,DB00625-DB00683,1
DB00625,DB00834,DB00625-DB00834,1
DB00625,DB08893,DB00625-DB08893,1
DB00625,DB00745,DB00625-DB00745,1
DB00625,DB00691,DB00625-DB00691,1
DB00625,DB14219,DB00625-DB14219,1
DB00625,DB00788,DB00625-DB00788,1
DB00625,DB01149,DB00625-DB01149,1
DB00625,DB00627,DB00625-DB00627,1
DB00625,DB01115,DB00625-DB01115,1
DB00625,DB00698,DB00625-DB00698,1
DB00625,DB00717,DB00625-DB00717,1
DB00625,DB01059,DB00625-DB01059,1
DB00625,DB00367,DB00625-DB00367,1
DB00625,DB01165,DB00625-DB01165,1
DB00625,DB14881,DB00625-DB14881,1
DB00625,DB00991,DB00625-DB00991,1
DB00625,DB00776,DB00625-DB00776,1
DB00625,DB01062,DB00625-DB01062,1
DB00625,DB01267,DB00625-DB01267,1
DB00625,DB15102,DB00625-DB15102,1
DB00625,DB01230,DB00625-DB01230,1
DB00625,DB08883,DB00625-DB08883,1
DB00625,DB00790,DB00625-DB00790,1
DB00625,DB00850,DB00625-DB00850,1
DB00625,DB12978,DB00625-DB12978,1
DB00625,DB01174,DB00625-DB01174,1
DB00625,DB00812,DB00625-DB00812,1
DB00625,DB05316,DB00625-DB05316,1
DB00625,DB01100,DB00625-DB01100,1
DB00625,DB08860,DB00625-DB08860,1
DB00625,DB11642,DB00625-DB11642,1
DB00625,DB01263,DB00625-DB01263,1
DB00625,DB16625,DB00625-DB16625,1
DB00625,DB05154,DB00625-DB05154,1
DB00625,DB00794,DB00625-DB00794,1
DB00625,DB01599,DB00625-DB01599,1
DB00625,DB01035,DB00625-DB01035,1
DB00625,DB01182,DB00625-DB01182,1
DB00625,DB00818,DB00625-DB00818,1
DB00625,DB01589,DB00625-DB01589,1
DB00625,DB01224,DB00625-DB01224,1
DB00625,DB00881,DB00625-DB00881,1
DB00625,DB04575,DB00625-DB04575,1
DB00625,DB00908,DB00625-DB00908,1
DB00625,DB00980,DB00625-DB00980,1
DB00625,DB11853,DB00625-DB11853,1
DB00625,DB14761,DB00625-DB14761,1
DB00625,DB01045,DB00625-DB01045,1
DB00625,DB01201,DB00625-DB01201,1
DB00625,DB08864,DB00625-DB08864,1
DB00625,DB00740,DB00625-DB00740,1
DB00625,DB12457,DB00625-DB12457,1
DB00625,DB08931,DB00625-DB08931,1
DB00625,DB14840,DB00625-DB14840,1
DB00625,DB00734,DB00625-DB00734,1
DB00625,DB00989,DB00625-DB00989,1
DB00625,DB06201,DB00625-DB06201,1
DB00625,DB15685,DB00625-DB15685,1
DB00625,DB11689,DB00625-DB11689,1
DB00625,DB01104,DB00625-DB01104,1
DB00625,DB01236,DB00625-DB01236,1
DB00625,DB06207,DB00625-DB06207,1
DB00625,DB06290,DB00625-DB06290,1
DB00625,DB01591,DB00625-DB01591,1
DB00625,DB01208,DB00625-DB01208,1
DB00625,DB00649,DB00625-DB00649,1
DB00625,DB09118,DB00625-DB09118,1
DB00625,DB01299,DB00625-DB01299,1
DB00625,DB01015,DB00625-DB01015,1
DB00625,DB09034,DB00625-DB09034,1
DB00625,DB00820,DB00625-DB00820,1
DB00625,DB09071,DB00625-DB09071,1
DB00625,DB12887,DB00625-DB12887,1
DB00625,DB05521,DB00625-DB05521,1
DB00625,DB06402,DB00625-DB06402,1
DB00625,DB00976,DB00625-DB00976,1
DB00625,DB12095,DB00625-DB12095,1
DB00625,DB00679,DB00625-DB00679,1
DB00625,DB00906,DB00625-DB00906,1
DB00625,DB00932,DB00625-DB00932,1
DB00625,DB00697,DB00625-DB00697,1
DB00625,DB01036,DB00625-DB01036,1
DB00625,DB00656,DB00625-DB00656,1
DB00625,DB00897,DB00625-DB00897,1
DB00625,DB00831,DB00625-DB00831,1
DB00625,DB00726,DB00625-DB00726,1
DB00625,DB11652,DB00625-DB11652,1
DB00625,DB15328,DB00625-DB15328,1
DB00625,DB08867,DB00625-DB08867,1
DB00625,DB11915,DB00625-DB11915,1
DB00625,DB00862,DB00625-DB00862,1
DB00625,DB11613,DB00625-DB11613,1
DB00625,DB00661,DB00625-DB00661,1
DB00625,DB06684,DB00625-DB06684,1
DB00625,DB09068,DB00625-DB09068,1
DB00625,DB14975,DB00625-DB14975,1
DB00625,DB00943,DB00625-DB00943,1
DB00625,DB00962,DB00625-DB00962,1
DB00625,DB15035,DB00625-DB15035,1
DB00625,DB00744,DB00625-DB00744,1
DB00625,DB00909,DB00625-DB00909,1
DB11574,DB15982,DB11574-DB15982,1
DB11574,DB14575,DB11574-DB14575,1
DB11574,DB12457,DB11574-DB12457,1
DB11574,DB15328,DB11574-DB15328,1
DB00216,DB11932,DB00216-DB11932,1
DB00216,DB00918,DB00216-DB00918,1
DB00216,DB01118,DB00216-DB01118,1
DB00216,DB00701,DB00216-DB00701,1
DB00216,DB06413,DB00216-DB06413,1
DB00216,DB01072,DB00216-DB01072,1
DB00216,DB15982,DB00216-DB15982,1
DB00216,DB08873,DB00216-DB08873,1
DB00216,DB01200,DB00216-DB01200,1
DB00216,DB00921,DB00216-DB00921,1
DB00216,DB00248,DB00216-DB00248,1
DB00216,DB00537,DB00216-DB00537,1
DB00216,DB01764,DB00216-DB01764,1
DB00216,DB01406,DB00216-DB01406,1
DB00216,DB01264,DB00216-DB01264,1
DB00216,DB00705,DB00216-DB00705,1
DB00216,DB01151,DB00216-DB01151,1
DB00216,DB06700,DB00216-DB06700,1
DB00216,DB01209,DB00216-DB01209,1
DB00216,DB00320,DB00216-DB00320,1
DB00216,DB00343,DB00216-DB00343,1
DB00216,DB04855,DB00216-DB04855,1
DB00216,DB06262,DB00216-DB06262,1
DB00216,DB00476,DB00216-DB00476,1
DB00216,DB11952,DB00216-DB11952,1
DB00216,DB00625,DB00216-DB00625,1
DB00216,DB01253,DB00216-DB01253,1
DB00216,DB00696,DB00216-DB00696,1
DB00216,DB01175,DB00216-DB01175,1
DB00216,DB00813,DB00216-DB00813,1
DB00216,DB00472,DB00216-DB00472,1
DB00216,DB01319,DB00216-DB01319,1
DB00216,DB06717,DB00216-DB06717,1
DB00216,DB00998,DB00216-DB00998,1
DB00216,DB00365,DB00216-DB00365,1
DB00216,DB00327,DB00216-DB00327,1
DB00216,DB00224,DB00216-DB00224,1
DB00216,DB06636,DB00216-DB06636,1
DB00216,DB01247,DB00216-DB01247,1
DB00216,DB00951,DB00216-DB00951,1
DB00216,DB01167,DB00216-DB01167,1
DB00216,DB11732,DB00216-DB11732,1
DB00216,DB11951,DB00216-DB11951,1
DB00216,DB12070,DB00216-DB12070,1
DB00216,DB01227,DB00216-DB01227,1
DB00216,DB08918,DB00216-DB08918,1
DB00216,DB00854,DB00216-DB00854,1
DB00216,DB00601,DB00216-DB00601,1
DB00216,DB08827,DB00216-DB08827,1
DB00216,DB06448,DB00216-DB06448,1
DB00216,DB00333,DB00216-DB00333,1
DB00216,DB00353,DB00216-DB00353,1
DB00216,DB00834,DB00216-DB00834,1
DB00216,DB00745,DB00216-DB00745,1
DB00216,DB00844,DB00216-DB00844,1
DB00216,DB00952,DB00216-DB00952,1
DB00216,DB01149,DB00216-DB01149,1
DB00216,DB00220,DB00216-DB00220,1
DB00216,DB00238,DB00216-DB00238,1
DB00216,DB01115,DB00216-DB01115,1
DB00216,DB14881,DB00216-DB14881,1
DB00216,DB02959,DB00216-DB02959,1
DB00216,DB00497,DB00216-DB00497,1
DB00216,DB01192,DB00216-DB01192,1
DB00216,DB00715,DB00216-DB00715,1
DB00216,DB00780,DB00216-DB00780,1
DB00216,DB11642,DB00216-DB11642,1
DB00216,DB01263,DB00216-DB01263,1
DB00216,DB01201,DB00216-DB01201,1
DB00216,DB00503,DB00216-DB00503,1
DB00216,DB00953,DB00216-DB00953,1
DB00216,DB06201,DB00216-DB06201,1
DB00216,DB01232,DB00216-DB01232,1
DB00216,DB01037,DB00216-DB01037,1
DB00216,DB15685,DB00216-DB15685,1
DB00216,DB01104,DB00216-DB01104,1
DB00216,DB09118,DB00216-DB09118,1
DB00216,DB00669,DB00216-DB00669,1
DB00216,DB09034,DB00216-DB09034,1
DB00216,DB06204,DB00216-DB06204,1
DB00216,DB05521,DB00216-DB05521,1
DB00216,DB00976,DB00216-DB00976,1
DB00216,DB12095,DB00216-DB12095,1
DB00216,DB00697,DB00216-DB00697,1
DB00216,DB00656,DB00216-DB00656,1
DB00216,DB13179,DB00216-DB13179,1
DB00216,DB11652,DB00216-DB11652,1
DB00216,DB00285,DB00216-DB00285,1
DB00216,DB00661,DB00216-DB00661,1
DB00216,DB06684,DB00216-DB06684,1
DB00216,DB09068,DB00216-DB09068,1
DB00216,DB14975,DB00216-DB14975,1
DB00216,DB00315,DB00216-DB00315,1
DB09039,DB11932,DB09039-DB11932,1
DB09101,DB12147,DB09101-DB12147,1
DB09101,DB14575,DB09101-DB14575,1
DB09101,DB11951,DB09101-DB11951,1
DB09101,DB12978,DB09101-DB12978,1
DB09038,DB13867,DB09038-DB13867,1
DB09038,DB11672,DB09038-DB11672,1
DB09038,DB11750,DB09038-DB11750,1
DB00879,DB08903,DB00879-DB08903,1
DB00879,DB09061,DB00879-DB09061,1
DB00879,DB08827,DB00879-DB08827,1
DB00879,DB12978,DB00879-DB12978,1
DB00879,DB14761,DB00879-DB14761,1
DB00879,DB00943,DB00879-DB00943,1
DB00584,DB00819,DB00584-DB00819,1
DB00584,DB00802,DB00584-DB00802,1
DB00584,DB09026,DB00584-DB09026,1
DB00584,DB00594,DB00584-DB00594,1
DB00584,DB06288,DB00584-DB06288,1
DB00584,DB00714,DB00584-DB00714,1
DB00584,DB00964,DB00584-DB00964,1
DB00584,DB01238,DB00584-DB01238,1
DB00584,DB06237,DB00584-DB06237,1
DB00584,DB08822,DB00584-DB08822,1
DB00584,DB08903,DB00584-DB08903,1
DB00584,DB09128,DB00584-DB09128,1
DB00584,DB00963,DB00584-DB00963,1
DB00584,DB00887,DB00584-DB00887,1
DB00584,DB00921,DB00584-DB00921,1
DB00584,DB00611,DB00584-DB00611,1
DB00584,DB01563,DB00584-DB01563,1
DB00584,DB14006,DB00584-DB14006,1
DB00584,DB01242,DB00584-DB01242,1
DB00584,DB00633,DB00584-DB00633,1
DB00584,DB06701,DB00584-DB06701,1
DB00584,DB00647,DB00584-DB00647,1
DB00584,DB01452,DB00584-DB01452,1
DB00584,DB01144,DB00584-DB01144,1
DB00584,DB00861,DB00584-DB00861,1
DB00584,DB01551,DB00584-DB01551,1
DB00584,DB00985,DB00584-DB00985,1
DB00584,DB01395,DB00584-DB01395,1
DB00584,DB00625,DB00584-DB00625,1
DB00584,DB00700,DB00584-DB00700,1
DB00584,DB00903,DB00584-DB00903,1
DB00584,DB00749,DB00584-DB00749,1
DB00584,DB01023,DB00584-DB01023,1
DB00584,DB00800,DB00584-DB00800,1
DB00584,DB00813,DB00584-DB00813,1
DB00584,DB00623,DB00584-DB00623,1
DB00584,DB00690,DB00584-DB00690,1
DB00584,DB00695,DB00584-DB00695,1
DB00584,DB00774,DB00584-DB00774,1
DB00584,DB04946,DB00584-DB04946,1
DB00584,DB00808,DB00584-DB00808,1
DB00584,DB01029,DB00584-DB01029,1
DB00584,DB01247,DB00584-DB01247,1
DB00584,DB01020,DB00584-DB01020,1
DB00584,DB01009,DB00584-DB01009,1
DB00584,DB09237,DB00584-DB09237,1
DB00584,DB01235,DB00584-DB01235,1
DB00584,DB00601,DB00584-DB00601,1
DB00584,DB08827,DB00584-DB08827,1
DB00584,DB00678,DB00584-DB00678,1
DB00584,DB06077,DB00584-DB06077,1
DB00584,DB08815,DB00584-DB08815,1
DB00584,DB00934,DB00584-DB00934,1
DB00584,DB00939,DB00584-DB00939,1
DB00584,DB00784,DB00584-DB00784,1
DB00584,DB00814,DB00584-DB00814,1
DB00584,DB00933,DB00584-DB00933,1
DB00584,DB01403,DB00584-DB01403,1
DB00584,DB00683,DB00584-DB00683,1
DB00584,DB01618,DB00584-DB01618,1
DB00584,DB09413,DB00584-DB09413,1
DB00584,DB00844,DB00584-DB00844,1
DB00584,DB00788,DB00584-DB00788,1
DB00584,DB01149,DB00584-DB01149,1
DB00584,DB00622,DB00584-DB00622,1
DB00584,DB01115,DB00584-DB01115,1
DB00584,DB00727,DB00584-DB00727,1
DB00584,DB14881,DB00584-DB14881,1
DB00584,DB00768,DB00584-DB00768,1
DB00584,DB01173,DB00584-DB01173,1
DB00584,DB00991,DB00584-DB00991,1
DB00584,DB01267,DB00584-DB01267,1
DB00584,DB09117,DB00584-DB09117,1
DB00584,DB12978,DB00584-DB12978,1
DB00584,DB00780,DB00584-DB00780,1
DB00584,DB01174,DB00584-DB01174,1
DB00584,DB00925,DB00584-DB00925,1
DB00584,DB11071,DB00584-DB11071,1
DB00584,DB00812,DB00584-DB00812,1
DB00584,DB01324,DB00584-DB01324,1
DB00584,DB01032,DB00584-DB01032,1
DB00584,DB00777,DB00584-DB00777,1
DB00584,DB01589,DB00584-DB01589,1
DB00584,DB01224,DB00584-DB01224,1
DB00584,DB01367,DB00584-DB01367,1
DB00584,DB14761,DB00584-DB14761,1
DB00584,DB12404,DB00584-DB12404,1
DB00584,DB08931,DB00584-DB08931,1
DB00584,DB00734,DB00584-DB00734,1
DB00584,DB06654,DB00584-DB06654,1
DB00584,DB00936,DB00584-DB00936,1
DB00584,DB01399,DB00584-DB01399,1
DB00584,DB01037,DB00584-DB01037,1
DB00584,DB06207,DB00584-DB06207,1
DB00584,DB09072,DB00584-DB09072,1
DB00584,DB00605,DB00584-DB00605,1
DB00584,DB00820,DB00584-DB00820,1
DB00584,DB00966,DB00584-DB00966,1
DB00584,DB01162,DB00584-DB01162,1
DB00584,DB04844,DB00584-DB04844,1
DB00584,DB00679,DB00584-DB00679,1
DB00584,DB01623,DB00584-DB01623,1
DB00584,DB00697,DB00584-DB00697,1
DB00584,DB00656,DB00584-DB00656,1
DB00584,DB01021,DB00584-DB01021,1
DB00584,DB00831,DB00584-DB00831,1
DB00584,DB00726,DB00584-DB00726,1
DB00584,DB00862,DB00584-DB00862,1
DB00584,DB00661,DB00584-DB00661,1
DB00584,DB00962,DB00584-DB00962,1
DB00584,DB06774,DB00584-DB06774,1
DB00584,DB00693,DB00584-DB00693,1
DB00228,DB00802,DB00228-DB00802,1
DB00228,DB00381,DB00228-DB00381,1
DB00228,DB01244,DB00228-DB01244,1
DB00228,DB00921,DB00228-DB00921,1
DB00228,DB00611,DB00228-DB00611,1
DB00228,DB00565,DB00228-DB00565,1
DB00228,DB01089,DB00228-DB01089,1
DB00228,DB00647,DB00228-DB00647,1
DB00228,DB01209,DB00228-DB01209,1
DB00228,DB01452,DB00228-DB01452,1
DB00228,DB01551,DB00228-DB01551,1
DB00228,DB00343,DB00228-DB00343,1
DB00228,DB01135,DB00228-DB01135,1
DB00228,DB00450,DB00228-DB00450,1
DB00228,DB01023,DB00228-DB01023,1
DB00228,DB00813,DB00228-DB00813,1
DB00228,DB06716,DB00228-DB06716,1
DB00228,DB00327,DB00228-DB00327,1
DB00228,DB01247,DB00228-DB01247,1
DB00228,DB00951,DB00228-DB00951,1
DB00228,DB00270,DB00228-DB00270,1
DB00228,DB01227,DB00228-DB01227,1
DB00228,DB00854,DB00228-DB00854,1
DB00228,DB00454,DB00228-DB00454,1
DB00228,DB00333,DB00228-DB00333,1
DB00228,DB00422,DB00228-DB00422,1
DB00228,DB01336,DB00228-DB01336,1
DB00228,DB01226,DB00228-DB01226,1
DB00228,DB00844,DB00228-DB00844,1
DB00228,DB00452,DB00228-DB00452,1
DB00228,DB00955,DB00228-DB00955,1
DB00228,DB00622,DB00228-DB00622,1
DB00228,DB01115,DB00228-DB01115,1
DB00228,DB00393,DB00228-DB00393,1
DB00228,DB00401,DB00228-DB00401,1
DB00228,DB00368,DB00228-DB00368,1
DB00228,DB14881,DB00228-DB14881,1
DB00228,DB00497,DB00228-DB00497,1
DB00228,DB01192,DB00228-DB01192,1
DB00228,DB01337,DB00228-DB01337,1
DB00228,DB00780,DB00228-DB00780,1
DB00228,DB01338,DB00228-DB01338,1
DB00228,DB12615,DB00228-DB12615,1
DB00228,DB00818,DB00228-DB00818,1
DB00228,DB04834,DB00228-DB04834,1
DB00228,DB00899,DB00228-DB00899,1
DB00228,DB00728,DB00228-DB00728,1
DB00228,DB01037,DB00228-DB01037,1
DB00228,DB09072,DB00228-DB09072,1
DB00228,DB00708,DB00228-DB00708,1
DB00228,DB00684,DB00228-DB00684,1
DB00228,DB01199,DB00228-DB01199,1
DB00228,DB01339,DB00228-DB01339,1
DB00228,DB00661,DB00228-DB00661,1
DB00467,DB11640,DB00467-DB11640,1
DB00467,DB00855,DB00467-DB00855,1
DB00467,DB11936,DB00467-DB11936,1
DB00467,DB00887,DB00467-DB00887,1
DB00467,DB00477,DB00467-DB00477,1
DB00467,DB14006,DB00467-DB14006,1
DB00467,DB00900,DB00467-DB00900,1
DB00467,DB00861,DB00467-DB00861,1
DB00467,DB00476,DB00467-DB00476,1
DB00467,DB00903,DB00467-DB00903,1
DB00467,DB00749,DB00467-DB00749,1
DB00467,DB00573,DB00467-DB00573,1
DB00467,DB13257,DB00467-DB13257,1
DB00467,DB00623,DB00467-DB00623,1
DB00467,DB00695,DB00467-DB00695,1
DB00467,DB01009,DB00467-DB01009,1
DB00467,DB12674,DB00467-DB12674,1
DB00467,DB00939,DB00467-DB00939,1
DB00467,DB00784,DB00467-DB00784,1
DB00467,DB01357,DB00467-DB01357,1
DB00467,DB00992,DB00467-DB00992,1
DB00467,DB00688,DB00467-DB00688,1
DB00467,DB00788,DB00467-DB00788,1
DB00467,DB00991,DB00467-DB00991,1
DB00467,DB11071,DB00467-DB11071,1
DB00467,DB01100,DB00467-DB01100,1
DB00467,DB00554,DB00467-DB00554,1
DB00467,DB01032,DB00467-DB01032,1
DB00467,DB00980,DB00467-DB00980,1
DB00467,DB01367,DB00467-DB01367,1
DB00467,DB00740,DB00467-DB00740,1
DB00467,DB01399,DB00467-DB01399,1
DB00467,DB11135,DB00467-DB11135,1
DB00467,DB09118,DB00467-DB09118,1
DB00467,DB00605,DB00467-DB00605,1
DB00467,DB09071,DB00467-DB09071,1
DB00467,DB00697,DB00467-DB00697,1
DB00467,DB00500,DB00467-DB00500,1
DB00494,DB00802,DB00494-DB00802,1
DB00494,DB06288,DB00494-DB06288,1
DB00494,DB01351,DB00494-DB01351,1
DB00494,DB00543,DB00494-DB00543,1
DB00494,DB00714,DB00494-DB00714,1
DB00494,DB00964,DB00494-DB00964,1
DB00494,DB01238,DB00494-DB01238,1
DB00494,DB11859,DB00494-DB11859,1
DB00494,DB09128,DB00494-DB09128,1
DB00494,DB05541,DB00494-DB05541,1
DB00494,DB01200,DB00494-DB01200,1
DB00494,DB00921,DB00494-DB00921,1
DB00494,DB00611,DB00494-DB00611,1
DB00494,DB09061,DB00494-DB09061,1
DB00494,DB00564,DB00494-DB00564,1
DB00494,DB06119,DB00494-DB06119,1
DB00494,DB01563,DB00494-DB01563,1
DB00494,DB01178,DB00494-DB01178,1
DB00494,DB01242,DB00494-DB01242,1
DB00494,DB01068,DB00494-DB01068,1
DB00494,DB00575,DB00494-DB00575,1
DB00494,DB00628,DB00494-DB00628,1
DB00494,DB00924,DB00494-DB00924,1
DB00494,DB01219,DB00494-DB01219,1
DB00494,DB01151,DB00494-DB01151,1
DB00494,DB06700,DB00494-DB06700,1
DB00494,DB00647,DB00494-DB00647,1
DB00494,DB01209,DB00494-DB01209,1
DB00494,DB01452,DB00494-DB01452,1
DB00494,DB00829,DB00494-DB00829,1
DB00494,DB01551,DB00494-DB01551,1
DB00494,DB00841,DB00494-DB00841,1
DB00494,DB00988,DB00494-DB00988,1
DB00494,DB01175,DB00494-DB01175,1
DB00494,DB11823,DB00494-DB11823,1
DB00494,DB14575,DB00494-DB14575,1
DB00494,DB01215,DB00494-DB01215,1
DB00494,DB00593,DB00494-DB00593,1
DB00494,DB00754,DB00494-DB00754,1
DB00494,DB04953,DB00494-DB04953,1
DB00494,DB00949,DB00494-DB00949,1
DB00494,DB00813,DB00494-DB00813,1
DB00494,DB13257,DB00494-DB13257,1
DB00494,DB01148,DB00494-DB01148,1
DB00494,DB04908,DB00494-DB04908,1
DB00494,DB00623,DB00494-DB00623,1
DB00494,DB00690,DB00494-DB00690,1
DB00494,DB00996,DB00494-DB00996,1
DB00494,DB00801,DB00494-DB00801,1
DB00494,DB00502,DB00494-DB00502,1
DB00494,DB00557,DB00494-DB00557,1
DB00494,DB04946,DB00494-DB04946,1
DB00494,DB01247,DB00494-DB01247,1
DB00494,DB01322,DB00494-DB01322,1
DB00494,DB01221,DB00494-DB01221,1
DB00494,DB11732,DB00494-DB11732,1
DB00494,DB11951,DB00494-DB11951,1
DB00494,DB01227,DB00494-DB01227,1
DB00494,DB01202,DB00494-DB01202,1
DB00494,DB01235,DB00494-DB01235,1
DB00494,DB00854,DB00494-DB00854,1
DB00494,DB00601,DB00494-DB00601,1
DB00494,DB14509,DB00494-DB14509,1
DB00494,DB04948,DB00494-DB04948,1
DB00494,DB06077,DB00494-DB06077,1
DB00494,DB08815,DB00494-DB08815,1
DB00494,DB00934,DB00494-DB00934,1
DB00494,DB01043,DB00494-DB01043,1
DB00494,DB00532,DB00494-DB00532,1
DB00494,DB00933,DB00494-DB00933,1
DB00494,DB00660,DB00494-DB00660,1
DB00494,DB01403,DB00494-DB01403,1
DB00494,DB05246,DB00494-DB05246,1
DB00494,DB00968,DB00494-DB00968,1
DB00494,DB00849,DB00494-DB00849,1
DB00494,DB00765,DB00494-DB00765,1
DB00494,DB00683,DB00494-DB00683,1
DB00494,DB01618,DB00494-DB01618,1
DB00494,DB00844,DB00494-DB00844,1
DB00494,DB00540,DB00494-DB00540,1
DB00494,DB14881,DB00494-DB14881,1
DB00494,DB00768,DB00494-DB00768,1
DB00494,DB11632,DB00494-DB11632,1
DB00494,DB01173,DB00494-DB01173,1
DB00494,DB00842,DB00494-DB00842,1
DB00494,DB00776,DB00494-DB00776,1
DB00494,DB00497,DB00494-DB00497,1
DB00494,DB01192,DB00494-DB01192,1
DB00494,DB01267,DB00494-DB01267,1
DB00494,DB09117,DB00494-DB09117,1
DB00494,DB00617,DB00494-DB00617,1
DB00494,DB00715,DB00494-DB00715,1
DB00494,DB08883,DB00494-DB08883,1
DB00494,DB01186,DB00494-DB01186,1
DB00494,DB00850,DB00494-DB00850,1
DB00494,DB01121,DB00494-DB01121,1
DB00494,DB00780,DB00494-DB00780,1
DB00494,DB00832,DB00494-DB00832,1
DB00494,DB00794,DB00494-DB00794,1
DB00494,DB00777,DB00494-DB00777,1
DB00494,DB01589,DB00494-DB01589,1
DB00494,DB01224,DB00494-DB01224,1
DB00494,DB00980,DB00494-DB00980,1
DB00494,DB00899,DB00494-DB00899,1
DB00494,DB00734,DB00494-DB00734,1
DB00494,DB05271,DB00494-DB05271,1
DB00494,DB06201,DB00494-DB06201,1
DB00494,DB01104,DB00494-DB01104,1
DB00494,DB09072,DB00494-DB09072,1
DB00494,DB14754,DB00494-DB14754,1
DB00494,DB09118,DB00494-DB09118,1
DB00494,DB00708,DB00494-DB00708,1
DB00494,DB09034,DB00494-DB09034,1
DB00494,DB06204,DB00494-DB06204,1
DB00494,DB09071,DB00494-DB09071,1
DB00494,DB04844,DB00494-DB04844,1
DB00494,DB00679,DB00494-DB00679,1
DB00494,DB01623,DB00494-DB01623,1
DB00494,DB00697,DB00494-DB00697,1
DB00494,DB00656,DB00494-DB00656,1
DB00494,DB00897,DB00494-DB00897,1
DB00494,DB00831,DB00494-DB00831,1
DB00494,DB00508,DB00494-DB00508,1
DB00494,DB00726,DB00494-DB00726,1
DB00494,DB11915,DB00494-DB11915,1
DB00494,DB01080,DB00494-DB01080,1
DB00494,DB00962,DB00494-DB00962,1
DB00494,DB06283,DB00494-DB06283,1
DB00494,DB00909,DB00494-DB00909,1
DB00442,DB01602,DB00442-DB01602,1
DB00442,DB01053,DB00442-DB01053,1
DB00442,DB01053,DB00442-DB01053,1
DB00442,DB01053,DB00442-DB01053,1
