DBID1,DBID2,label
DB00880,DB09338,0
DB00381,DB09338,0
DB00458,DB01200,0
DB00458,DB01108,0
DB00458,DB01511,0
DB01200,DB01108,0
DB01200,DB01511,0
DB01108,DB01511,0
DB01626,DB00458,0
DB00619,DB00670,0
DB00392,DB01511,0
DB00392,DB00458,1
DB01511,DB00458,1
DB01208,DB00226,0
DB01208,DB00248,0
DB01208,DB05381,0
DB00226,DB00248,0
DB00226,DB05381,0
DB00248,DB05381,0
DB00381,DB00979,0
DB00381,DB00548,0
DB00381,DB00381,0
DB00979,DB00548,0
DB00979,DB00381,0
DB00548,DB00381,0
DB00999,DB09338,0
DB00999,DB01108,0
DB00999,DB00783,0
DB09338,DB01108,0
DB09338,DB00783,0
DB01108,DB00783,0
DB00822,DB00898,0
DB00122,DB00458,0
DB00122,DB00392,0
DB00458,DB00392,0
DB00310,DB01511,1
DB00548,DB00136,0
DB00548,DB00548,0
DB00136,DB00548,0
DB00548,DB00136,0
DB00999,DB00999,0
DB00999,DB00548,1
DB00518,DB00548,0
DB00518,DB00518,0
DB00548,DB00518,1
DB01108,DB00548,0
DB01108,DB01108,0
DB00548,DB01108,1
DB00548,DB00548,0
DB01378,DB01378,0
DB01378,DB00548,0
DB01378,DB00548,1
DB09320,DB01431,0
DB09320,DB00518,0
DB01431,DB00518,0
DB01410,DB01410,0
DB01410,DB01410,0
DB01410,DB01410,0
DB01410,DB01410,0
DB00233,DB00518,0
DB00548,DB00684,0
DB00548,DB00548,0
DB00548,DB00381,0
DB00684,DB00548,0
DB00684,DB00381,0
DB00548,DB00381,0
DB00501,DB00682,1
DB00501,DB00475,1
DB00501,DB00458,1
DB00682,DB00475,0
DB00682,DB00458,0
DB00475,DB00458,0
DB09154,DB00501,1
DB00501,DB00277,1
DB00827,DB00827,0
DB01592,DB02701,0
DB01592,DB09321,0
DB01592,DB00169,0
DB01592,DB00900,0
DB02701,DB09321,0
DB02701,DB00169,0
DB02701,DB00900,0
DB09321,DB00169,0
DB09321,DB00900,0
DB00169,DB00900,0
DB11121,DB00518,1
DB11121,DB08981,1
DB00518,DB08981,0
DB00827,DB00381,1
DB05381,DB05381,0
DB01370,DB00169,0
DB01370,DB01592,0
DB01370,DB09321,0
DB00169,DB01592,0
DB00169,DB09321,0
DB01592,DB09321,0
DB00338,DB00537,0
DB00338,DB00537,0
DB00537,DB00537,0
DB00338,DB00537,0
DB00122,DB00122,0
DB00122,DB00804,0
DB00122,DB00804,0
DB00458,DB00934,0
DB01244,DB01208,0
DB00565,DB00202,1
DB00565,DB00202,1
DB00202,DB00565,0
DB00565,DB00202,0
DB00565,DB00565,0
DB00565,DB00202,0
DB00202,DB00565,1
DB00202,DB00202,0
DB00565,DB00202,0
DB00565,DB00202,0
DB00565,DB00202,0
DB00202,DB00202,0
DB01339,DB00565,0
DB06690,DB00565,1
DB06690,DB00565,1
DB00565,DB00565,0
DB00565,DB00565,0
DB00381,DB00565,1
DB00381,DB00781,1
DB00381,DB00548,1
DB00381,DB00759,1
DB00381,DB00781,1
DB00381,DB01086,1
DB00565,DB00781,1
DB00565,DB00548,1
DB00565,DB00759,1
DB00565,DB00781,1
DB00565,DB01086,1
DB00781,DB00548,0
DB00781,DB00759,0
DB00781,DB00781,0
DB00781,DB01086,0
DB00548,DB00759,0
DB00548,DB00781,0
DB00548,DB01086,0
DB00759,DB00781,0
DB00759,DB01086,0
DB00781,DB01086,0
DB00898,DB00458,0
DB00898,DB05381,0
DB00898,DB00683,0
DB00458,DB05381,0
DB00458,DB00683,0
DB05381,DB00683,0
DB01060,DB01060,0
DB00781,DB01060,0
DB00781,DB00783,1
DB01060,DB00783,1
DB05381,DB00683,1
DB05381,DB00898,1
DB00683,DB00898,0
DB00548,DB05381,1
DB00458,DB00771,1
DB01190,DB00381,1
DB00458,DB00458,1
DB01068,DB01068,0
DB01068,DB01068,0
DB01068,DB06268,1
DB01068,DB00122,0
DB01068,DB01068,0
DB01068,DB01068,0
DB01068,DB06268,0
DB06268,DB00122,0
DB06268,DB01068,0
DB06268,DB01068,0
DB06268,DB06268,0
DB00122,DB01068,0
DB00122,DB01068,0
DB00122,DB06268,0
DB01068,DB01068,0
DB01068,DB06268,0
DB01068,DB06268,1
DB00472,DB01068,0
DB01068,DB01068,0
DB01068,DB01068,0
DB00898,DB00381,0
DB00898,DB00381,0
DB00898,DB00381,0
DB00898,DB00548,0
DB00898,DB00458,0
DB00898,DB00555,0
DB00381,DB00381,0
DB00381,DB00381,0
DB00381,DB00548,0
DB00381,DB00458,0
DB00381,DB00555,0
DB00381,DB00381,0
DB00381,DB00548,0
DB00381,DB00458,0
DB00381,DB00555,0
DB00381,DB00548,0
DB00381,DB00458,0
DB00381,DB00555,0
DB00548,DB00458,0
DB00548,DB00555,0
DB00458,DB00555,0
DB00575,DB00898,1
DB00548,DB00458,0
DB00670,DB00898,1
DB00670,DB00670,0
DB00670,DB01511,1
DB00670,DB00670,0
DB00670,DB00670,0
DB00670,DB00363,0
DB00670,DB00363,0
DB00363,DB00363,0
DB00670,DB00670,0
DB04840,DB00458,0
DB04840,DB00670,0
DB00458,DB00670,0
DB00458,DB00670,0
DB00670,DB00670,0
DB00670,DB00458,1
DB00670,DB01228,1
DB00458,DB01228,0
DB00302,DB00513,0
DB11079,DB01086,0
DB11079,DB00683,0
DB11079,DB00898,0
DB01086,DB00683,0
DB01086,DB00898,0
DB00683,DB00898,0
DB01394,DB00381,1
DB00781,DB00548,0
DB00781,DB00781,0
DB00548,DB00781,0
DB00202,DB00548,0
DB00202,DB01245,0
DB00202,DB09154,0
DB00548,DB01245,0
DB00548,DB09154,0
DB01245,DB09154,0
DB01108,DB01108,0
DB00781,DB00152,0
DB01394,DB00233,0
DB01394,DB00898,0
DB01394,DB00152,1
DB00233,DB00898,0
DB00233,DB00152,1
DB00898,DB00152,1
DB00924,DB01626,1
DB00924,DB00898,1
DB00531,DB00531,0
DB00531,DB00122,1
DB00609,DB00951,0
DB01626,DB05381,1
DB05381,DB00898,1
DB05381,DB00683,1
DB05381,DB00381,1
DB00898,DB00683,0
DB00898,DB00381,0
DB00683,DB00381,0
DB01511,DB01339,1
DB00250,DB01015,0
DB00250,DB01015,0
DB00250,DB00250,0
DB00250,DB00158,1
DB00363,DB00363,0
DB01254,DB01254,0
DB01254,DB01254,0
DB00518,DB00518,0
DB00518,DB01254,1
DB00518,DB01254,1
DB00694,DB00694,0
DB00531,DB00694,1
DB00122,DB00981,0
DB00122,DB00281,0
DB00981,DB00281,0
DB01086,DB01086,0
DB01086,DB00548,0
DB01086,DB00548,0
DB01609,DB01370,0
DB01609,DB01370,0
DB01609,DB01592,0
DB01609,DB01609,0
DB01609,DB01370,0
DB01370,DB01592,0
DB01370,DB01609,0
DB01370,DB01370,0
DB01592,DB01609,0
DB01592,DB01370,0
DB01609,DB01370,1
DB01609,DB01005,0
DB01609,DB01005,0
DB00900,DB00472,0
DB00900,DB01232,0
DB00472,DB01232,0
DB00944,DB00202,1
DB00944,DB00122,1
DB00202,DB00122,0
DB00759,DB09154,1
DB00759,DB09154,0
DB09154,DB09154,0
DB00759,DB00781,0
DB00759,DB01511,1
DB00781,DB01511,0
DB00759,DB00783,1
DB00759,DB00783,0
DB00783,DB00783,0
DB00458,DB00458,0
DB00683,DB00475,0
DB00458,DB00458,0
DB00458,DB00458,0
DB00455,DB00967,0
DB00455,DB00455,0
DB00967,DB00455,0
DB00455,DB00967,0
DB00455,DB00967,0
DB01320,DB00759,0
DB00749,DB01108,0
DB00749,DB09338,0
DB01108,DB09338,1
DB00781,DB00781,0
DB00781,DB01108,0
DB00781,DB01108,1
DB00122,DB00122,0
DB00122,DB01108,0
DB00122,DB01108,1
DB00122,DB01108,1
DB01108,DB00381,1
DB00518,DB00518,0
DB01108,DB01108,0
DB00783,DB01108,0
DB01108,DB01108,0
DB00781,DB01108,1
DB01108,DB01108,0
DB00381,DB01108,0
DB00979,DB01108,1
DB00405,DB00898,1
DB00405,DB05381,0
DB00405,DB00122,1
DB00405,DB05381,0
DB00405,DB00548,1
DB00405,DB05381,0
DB00405,DB05381,0
DB00898,DB05381,0
DB00898,DB00122,0
DB00898,DB05381,0
DB00898,DB00548,0
DB00898,DB05381,0
DB00898,DB05381,0
DB05381,DB00122,0
DB05381,DB05381,0
DB05381,DB00548,0
DB05381,DB05381,0
DB05381,DB05381,0
DB00122,DB05381,0
DB00122,DB00548,0
DB00122,DB05381,0
DB00122,DB05381,0
DB05381,DB00548,0
DB05381,DB05381,0
DB05381,DB05381,0
DB00548,DB05381,0
DB00548,DB05381,0
DB05381,DB05381,0
DB00548,DB00285,1
DB01086,DB00633,0
DB01086,DB01086,0
DB00633,DB01086,1
DB00633,DB00633,0
DB00633,DB09536,0
DB00633,DB09536,1
DB00381,DB00381,0
DB00381,DB00142,0
DB00381,DB00182,0
DB00381,DB00142,0
DB00381,DB00182,1
DB00142,DB00182,1
DB00381,DB06767,0
DB00458,DB00182,0
DB00458,DB00381,0
DB00182,DB00381,1
DB00182,DB00182,0
DB01626,DB00458,0
DB05381,DB00182,0
DB05381,DB05381,0
DB00182,DB05381,1
DB01511,DB00182,0
DB01511,DB01511,0
DB00182,DB01511,1
DB00420,DB00420,0
DB00420,DB00182,0
DB00420,DB00182,1
DB00593,DB00182,0
DB00593,DB00593,0
DB00182,DB00593,1
DB00502,DB00502,0
DB00502,DB00182,0
DB00502,DB00182,1
DB00454,DB00182,0
DB06799,DB00182,0
DB06799,DB00381,0
DB06799,DB00548,0
DB00182,DB00381,1
DB00182,DB00548,0
DB00381,DB00548,0
DB00668,DB00182,0
DB00518,DB00182,0
DB00518,DB00518,0
DB00182,DB00518,1
DB00182,DB01108,1
DB01086,DB00898,0
DB01086,DB11079,0
DB00898,DB11079,0
DB00586,DB00381,0
DB09338,DB00586,0
DB09338,DB09338,0
DB00586,DB09338,1
DB00122,DB00381,0
DB00122,DB05381,0
DB00122,DB00381,0
DB00381,DB05381,0
DB00381,DB00381,0
DB05381,DB00381,0
DB01626,DB11079,0
DB01626,DB00381,0
DB01626,DB00458,0
DB11079,DB00381,0
DB11079,DB00458,0
DB00381,DB00458,0
DB00122,DB00381,0
DB00900,DB00169,0
DB01370,DB00169,1
DB00169,DB00900,0
DB00781,DB00169,0
DB00781,DB01370,0
DB00169,DB01370,0
DB00781,DB01370,1
DB00495,DB00169,0
DB01511,DB00968,0
DB00255,DB01108,0
DB00255,DB01108,0
DB01108,DB01108,0
DB00518,DB01418,1
DB00518,DB00946,1
DB01418,DB00946,0
DB00999,DB00518,0
DB00518,DB00518,0
DB00518,DB00518,0
DB00518,DB00518,0
DB00605,DB00518,0
DB00605,DB00605,0
DB00518,DB00605,1
DB06774,DB00518,0
DB06774,DB00518,0
DB01118,DB00404,0
DB01118,DB00518,0
DB00404,DB00518,0
DB00778,DB00781,0
DB00778,DB00518,0
DB00781,DB00518,0
DB06711,DB00320,0
DB06711,DB00320,0
DB06711,DB06711,0
DB00320,DB00320,0
DB00320,DB06711,1
DB00320,DB06711,1
DB00320,DB00320,0
DB00320,DB00320,0
DB00320,DB00320,0
DB00184,DB00184,0
DB00184,DB00602,0
DB00184,DB00602,1
DB00781,DB00518,0
DB00781,DB00320,0
DB00781,DB00320,0
DB00781,DB00781,0
DB00781,DB00778,0
DB00518,DB00320,0
DB00518,DB00320,0
DB00518,DB00781,0
DB00518,DB00778,1
DB00320,DB00320,0
DB00320,DB00781,0
DB00320,DB00778,1
DB00320,DB00781,0
DB00320,DB00778,1
DB00781,DB00778,0
DB00320,DB00320,0
DB00783,DB00783,0
DB00783,DB00320,0
DB00783,DB00320,0
DB00783,DB00320,0
DB00783,DB00320,0
DB00320,DB00320,0
DB00518,DB00343,1
DB09462,DB00662,0
DB09462,DB00714,1
DB00662,DB00714,0
DB00898,DB00683,0
DB01626,DB05381,1
DB00714,DB00662,0
DB00714,DB00714,0
DB00662,DB00714,0
DB00683,DB00898,0
DB01081,DB00670,0
DB01081,DB01626,1
DB01081,DB01081,0
DB00670,DB01626,1
DB00670,DB01081,0
DB01626,DB01081,0
DB00898,DB05381,0
DB00898,DB00122,0
DB00898,DB05381,0
DB00898,DB00548,0
DB00898,DB05381,0
DB00898,DB05381,0
DB05381,DB00122,0
DB05381,DB05381,0
DB05381,DB00548,0
DB05381,DB05381,0
DB05381,DB05381,0
DB00122,DB05381,0
DB00122,DB00548,0
DB00122,DB05381,0
DB00122,DB05381,0
DB05381,DB00548,0
DB05381,DB05381,0
DB05381,DB05381,0
DB00548,DB05381,0
DB00548,DB05381,0
DB05381,DB05381,0
DB00640,DB00975,0
DB00640,DB00640,0
DB00975,DB00640,1
DB00122,DB00975,0
DB00122,DB00122,0
DB00975,DB00122,1
DB00954,DB00954,0
DB09096,DB00778,0
DB09096,DB09096,0
DB09096,DB09096,0
DB00778,DB09096,1
DB00778,DB09096,1
DB09096,DB09096,0
DB01355,DB00518,0
DB01355,DB00548,0
DB01355,DB01200,0
DB00518,DB00548,0
DB00518,DB01200,0
DB00548,DB01200,0
DB00280,DB00280,0
DB00280,DB00548,0
DB00280,DB00548,0
DB00280,DB00548,0
DB00280,DB00548,0
DB00280,DB00548,0
DB00822,DB00822,0
DB00822,DB00822,0
DB00883,DB00761,0
DB00204,DB00204,0
DB00204,DB06723,0
DB00204,DB00204,0
DB06723,DB00204,0
DB00204,DB00204,0
DB00204,DB00204,0
DB00204,DB00204,0
DB00204,DB00204,0
DB00999,DB01029,0
DB00999,DB00384,0
DB00999,DB01029,0
DB01029,DB00384,0
DB01029,DB01029,0
DB00384,DB01029,0
DB01029,DB01029,0
DB01029,DB00204,0
DB01029,DB09338,0
DB01029,DB00204,0
DB01029,DB09338,0
DB00204,DB09338,0
DB01029,DB00204,1
DB00204,DB09338,0
DB00204,DB09338,0
DB09338,DB09338,0
DB00781,DB01118,0
DB00781,DB00595,0
DB00781,DB00549,0
DB00781,DB00204,1
DB00781,DB00204,0
DB01118,DB00595,0
DB01118,DB00549,0
DB01118,DB00204,1
DB01118,DB00204,0
DB00595,DB00549,0
DB00595,DB00204,1
DB00595,DB00204,0
DB00549,DB00204,1
DB00549,DB00204,0
DB00204,DB00204,0
DB00603,DB06723,0
DB00603,DB00204,0
DB06723,DB00204,0
DB00204,DB00783,0
DB00544,DB00531,0
DB00462,DB00462,0
DB01626,DB00462,1
DB01626,DB00462,0
DB00462,DB00462,0
DB00462,DB00381,1
DB00462,DB00381,1
DB00462,DB00381,1
DB00462,DB00381,0
DB00462,DB00381,0
DB00381,DB00381,0
DB01086,DB00548,1
DB01086,DB00462,1
DB00548,DB00462,0
DB00462,DB01086,1
DB00462,DB00555,0
DB00781,DB00548,0
DB00781,DB01108,0
DB00781,DB11079,0
DB00548,DB01108,0
DB00548,DB11079,0
DB01108,DB11079,0
DB00202,DB01135,0
DB01135,DB00202,0
DB01135,DB00202,0
DB00202,DB00202,0
DB01135,DB00381,0
DB01135,DB00781,1
DB01135,DB00548,1
DB01135,DB00759,1
DB01135,DB00781,1
DB01135,DB01086,1
DB00781,DB00548,0
DB00781,DB00759,0
DB00781,DB00781,0
DB00781,DB01086,0
DB00548,DB00759,0
DB00548,DB00781,0
DB00548,DB01086,0
DB00759,DB00781,0
DB00759,DB01086,0
DB00781,DB01086,0
DB00381,DB01135,0
DB00458,DB00458,0
DB01626,DB01626,0
DB00458,DB00458,0
DB00898,DB00898,0
DB00997,DB00997,0
DB00759,DB09154,1
DB00759,DB09154,0
DB09154,DB09154,0
DB00759,DB01370,1
DB00759,DB01592,1
DB01370,DB01592,0
DB00366,DB00366,0
DB00683,DB01086,0
DB00683,DB00450,1
DB01086,DB00450,1
DB00476,DB00476,0
DB00476,DB00476,0
DB00476,DB00476,0
DB00476,DB00476,0
DB00476,DB00476,0
DB00476,DB00476,0
DB00476,DB00458,1
DB00476,DB00458,1
DB00458,DB00458,0
DB00476,DB00898,0
DB00476,DB00476,0
DB00476,DB00898,0
DB00476,DB00476,0
DB00476,DB00898,0
DB00898,DB00476,0
DB00898,DB00898,0
DB00898,DB00476,0
DB00898,DB00898,0
DB00476,DB00898,0
DB00476,DB00476,0
DB00476,DB00898,0
DB00898,DB00476,0
DB00898,DB00898,0
DB00476,DB00898,0
DB00476,DB00476,0
DB00476,DB01370,0
DB00476,DB00476,0
DB00476,DB00476,0
DB01370,DB00476,0
DB01370,DB00476,0
DB00476,DB00476,0
DB00651,DB00651,0
DB00122,DB00202,0
DB00122,DB00564,0
DB00202,DB00564,0
DB00625,DB00625,0
DB00625,DB00625,0
DB05381,DB00857,0
DB00625,DB00625,0
DB00781,DB00625,0
DB01601,DB00625,1
DB00625,DB00625,0
DB00625,DB00783,1
DB00625,DB00783,0
DB00783,DB00783,0
DB00555,DB00625,1
DB00625,DB00625,0
DB00625,DB00625,0
DB00625,DB09104,0
DB00625,DB00852,0
DB00625,DB09104,0
DB00625,DB00852,0
DB09104,DB00852,0
DB00879,DB00426,0
DB00879,DB00300,0
DB00426,DB00300,0
DB09338,DB00977,1
DB00977,DB09338,1
DB00977,DB00977,0
DB09338,DB00977,0
DB00977,DB00977,0
DB00977,DB00381,1
DB00977,DB09338,1
DB00977,DB00381,1
DB00977,DB09338,1
DB00381,DB09338,0
DB00381,DB00518,0
DB00381,DB00977,0
DB00518,DB00977,1
DB00228,DB06690,0
DB00495,DB00495,0
DB00495,DB00495,0
DB00495,DB00495,0
DB00979,DB00467,1
DB00979,DB00467,0
DB00979,DB00467,0
DB00467,DB00467,0
DB00467,DB00467,0
DB00467,DB00467,0
DB00467,DB00979,1
DB00467,DB00467,0
DB00381,DB00467,0
DB00381,DB00518,0
DB00381,DB08981,0
DB00467,DB00518,0
DB00467,DB08981,1
DB00518,DB08981,0
DB02701,DB09321,0
DB06723,DB00467,1
DB00467,DB00467,0
DB00494,DB00776,0
DB01037,DB00494,0
DB01037,DB00776,0
DB00494,DB00776,0
DB01037,DB00494,0
DB01037,DB00776,0
DB00494,DB00776,0
DB00494,DB00494,0
DB00458,DB00494,0
DB00458,DB00776,0
DB00494,DB00776,0
DB00700,DB00700,0
DB00700,DB00700,0
DB00700,DB00700,0
DB00700,DB00700,0
DB00700,DB09543,0
DB00700,DB06152,0
DB09543,DB06152,0
DB09543,DB06152,0
DB00700,DB00977,1
DB00700,DB00977,0
DB00977,DB00977,0
DB00518,DB00700,0
DB00518,DB00586,0
DB00700,DB00586,0
DB01240,DB09338,1
DB01240,DB00381,1
DB09338,DB00381,0
DB00381,DB01240,1
DB01240,DB09338,0
DB01240,DB01240,0
DB09338,DB01240,0
DB00696,DB00620,1
DB00696,DB06711,1
DB00530,DB13179,1
DB00303,DB00303,0
DB00303,DB00303,0
DB00778,DB09096,1
DB01355,DB00518,0
DB01355,DB00548,0
DB01355,DB01200,0
DB00518,DB00548,0
DB00518,DB01200,0
DB00548,DB01200,0
DB00778,DB05381,0
DB00898,DB01175,0
DB00898,DB00898,0
DB00898,DB00898,0
DB00898,DB01175,0
DB01175,DB00898,0
DB01175,DB00898,0
DB01175,DB01175,0
DB00898,DB00898,0
DB00898,DB01175,0
DB00898,DB01175,1
DB00215,DB01175,0
DB01100,DB00215,0
DB09096,DB09096,0
DB09096,DB09096,0
DB09096,DB09096,0
DB00503,DB00215,0
DB00503,DB00215,0
DB00215,DB00215,0
DB00215,DB00215,0
DB00215,DB00215,0
DB00215,DB00215,0
DB00215,DB00215,0
DB00215,DB00458,0
DB00215,DB00458,0
DB00264,DB01175,0
DB00215,DB00215,1
DB00555,DB05381,0
DB00555,DB00898,0
DB00555,DB00548,0
DB05381,DB00898,0
DB05381,DB00548,0
DB00898,DB00548,0
DB01215,DB01215,1
DB01215,DB01215,0
DB01215,DB01215,0
DB01215,DB01215,0
DB00472,DB01215,0
DB01215,DB01215,0
DB00898,DB01198,0
DB00898,DB00898,0
DB00898,DB00898,0
DB01198,DB00898,1
DB01198,DB00898,0
DB00898,DB00898,0
DB00186,DB01198,0
DB00363,DB01198,0
DB00363,DB00363,0
DB01198,DB00363,1
DB00548,DB00781,0
DB03754,DB06723,1
DB03754,DB03754,0
DB03754,DB03754,0
DB06723,DB03754,0
DB06723,DB03754,0
DB03754,DB03754,0
DB03754,DB06723,1
DB03754,DB03754,0
DB06723,DB03754,0
DB00207,DB00898,1
DB00593,DB00593,0
DB00593,DB00593,0
DB00593,DB00593,0
DB00754,DB01121,1
DB00754,DB01121,1
DB01121,DB01121,0
DB01113,DB00979,0
DB09338,DB01108,0
DB00781,DB00781,0
DB00555,DB00949,0
DB00555,DB00273,0
DB00555,DB01431,1
DB00949,DB00273,0
DB00949,DB01431,1
DB00273,DB01431,1
DB01076,DB01076,0
DB00518,DB00404,1
DB00518,DB00475,1
DB00518,DB00842,1
DB00518,DB00231,1
DB00404,DB00475,0
DB00404,DB00842,0
DB00404,DB00231,0
DB00475,DB00842,0
DB00475,DB00231,0
DB00842,DB00231,0
DB00607,DB00238,0
DB00400,DB00400,0
DB00400,DB00518,0
DB00400,DB00518,1
DB00714,DB00518,0
DB01050,DB00238,0
DB01050,DB00518,0
DB00238,DB00518,1
DB00701,DB01601,0
DB00701,DB00518,1
DB01601,DB00518,1
DB00224,DB00518,1
DB01037,DB00518,0
DB01037,DB01037,0
DB00518,DB01037,1
DB00458,DB00518,1
DB00458,DB00458,0
DB00518,DB00458,0
DB00742,DB00518,0
DB00749,DB00749,0
DB00749,DB00586,0
DB00749,DB00999,1
DB09281,DB09281,0
DB09281,DB00749,0
DB09281,DB00749,1
DB00749,DB00749,0
DB00749,DB00749,0
DB00548,DB00292,0
DB00294,DB00781,1
DB00294,DB00555,1
DB00294,DB01320,1
DB00294,DB00564,1
DB00294,DB00518,1
DB00294,DB00273,1
DB00294,DB00949,1
DB00294,DB00400,1
DB00294,DB00518,1
DB00294,DB09153,1
DB00294,DB01076,1
DB00294,DB00636,1
DB00294,DB00518,1
DB00294,DB00091,1
DB00294,DB00701,1
DB00294,DB00224,1
DB00294,DB01232,1
DB00294,DB01232,1
DB00294,DB01601,1
DB00294,DB00503,1
DB00294,DB00220,1
DB00294,DB00295,1
DB00294,DB00295,1
DB00294,DB00295,1
DB00294,DB00860,1
DB00294,DB00231,1
DB00294,DB00277,1
DB00781,DB00555,0
DB00781,DB01320,0
DB00781,DB00564,0
DB00781,DB00518,0
DB00781,DB00273,0
DB00781,DB00949,0
DB00781,DB00400,0
DB00781,DB00518,0
DB00781,DB09153,0
DB00781,DB01076,0
DB00781,DB00636,0
DB00781,DB00518,0
DB00781,DB00091,0
DB00781,DB00701,0
DB00781,DB00224,0
DB00781,DB01232,0
DB00781,DB01232,0
DB00781,DB01601,0
DB00781,DB00503,0
DB00781,DB00220,0
DB00781,DB00295,0
DB00781,DB00295,0
DB00781,DB00295,0
DB00781,DB00860,0
DB00781,DB00231,0
DB00781,DB00277,0
DB00555,DB01320,0
DB00555,DB00564,0
DB00555,DB00518,0
DB00555,DB00273,0
DB00555,DB00949,0
DB00555,DB00400,0
DB00555,DB00518,0
DB00555,DB09153,0
DB00555,DB01076,0
DB00555,DB00636,0
DB00555,DB00518,0
DB00555,DB00091,0
DB00555,DB00701,0
DB00555,DB00224,0
DB00555,DB01232,0
DB00555,DB01232,0
DB00555,DB01601,0
DB00555,DB00503,0
DB00555,DB00220,0
DB00555,DB00295,0
DB00555,DB00295,0
DB00555,DB00295,0
DB00555,DB00860,0
DB00555,DB00231,0
DB00555,DB00277,0
DB01320,DB00564,0
DB01320,DB00518,0
DB01320,DB00273,0
DB01320,DB00949,0
DB01320,DB00400,0
DB01320,DB00518,0
DB01320,DB09153,0
DB01320,DB01076,0
DB01320,DB00636,0
DB01320,DB00518,0
DB01320,DB00091,0
DB01320,DB00701,0
DB01320,DB00224,0
DB01320,DB01232,0
DB01320,DB01232,0
DB01320,DB01601,0
DB01320,DB00503,0
DB01320,DB00220,0
DB01320,DB00295,0
DB01320,DB00295,0
DB01320,DB00295,0
DB01320,DB00860,0
DB01320,DB00231,0
DB01320,DB00277,0
DB00564,DB00518,0
DB00564,DB00273,0
DB00564,DB00949,0
DB00564,DB00400,0
DB00564,DB00518,0
DB00564,DB09153,0
DB00564,DB01076,0
DB00564,DB00636,0
DB00564,DB00518,0
DB00564,DB00091,0
DB00564,DB00701,0
DB00564,DB00224,0
DB00564,DB01232,0
DB00564,DB01232,0
DB00564,DB01601,0
DB00564,DB00503,0
DB00564,DB00220,0
DB00564,DB00295,0
DB00564,DB00295,0
DB00564,DB00295,0
DB00564,DB00860,0
DB00564,DB00231,0
DB00564,DB00277,0
DB00518,DB00273,0
DB00518,DB00949,0
DB00518,DB00400,0
DB00518,DB00518,0
DB00518,DB09153,0
DB00518,DB01076,0
DB00518,DB00636,0
DB00518,DB00518,0
DB00518,DB00091,0
DB00518,DB00701,0
DB00518,DB00224,0
DB00518,DB01232,0
DB00518,DB01232,0
DB00518,DB01601,0
DB00518,DB00503,0
DB00518,DB00220,0
DB00518,DB00295,0
DB00518,DB00295,0
DB00518,DB00295,0
DB00518,DB00860,0
DB00518,DB00231,0
DB00518,DB00277,0
DB00273,DB00949,0
DB00273,DB00400,0
DB00273,DB00518,0
DB00273,DB09153,0
DB00273,DB01076,0
DB00273,DB00636,0
DB00273,DB00518,0
DB00273,DB00091,0
DB00273,DB00701,0
DB00273,DB00224,0
DB00273,DB01232,0
DB00273,DB01232,0
DB00273,DB01601,0
DB00273,DB00503,0
DB00273,DB00220,0
DB00273,DB00295,0
DB00273,DB00295,0
DB00273,DB00295,0
DB00273,DB00860,0
DB00273,DB00231,0
DB00273,DB00277,0
DB00949,DB00400,0
DB00949,DB00518,0
DB00949,DB09153,0
DB00949,DB01076,0
DB00949,DB00636,0
DB00949,DB00518,0
DB00949,DB00091,0
DB00949,DB00701,0
DB00949,DB00224,0
DB00949,DB01232,0
DB00949,DB01232,0
DB00949,DB01601,0
DB00949,DB00503,0
DB00949,DB00220,0
DB00949,DB00295,0
DB00949,DB00295,0
DB00949,DB00295,0
DB00949,DB00860,0
DB00949,DB00231,0
DB00949,DB00277,0
DB00400,DB00518,0
DB00400,DB09153,0
DB00400,DB01076,0
DB00400,DB00636,0
DB00400,DB00518,0
DB00400,DB00091,0
DB00400,DB00701,0
DB00400,DB00224,0
DB00400,DB01232,0
DB00400,DB01232,0
DB00400,DB01601,0
DB00400,DB00503,0
DB00400,DB00220,0
DB00400,DB00295,0
DB00400,DB00295,0
DB00400,DB00295,0
DB00400,DB00860,0
DB00400,DB00231,0
DB00400,DB00277,0
DB00518,DB09153,0
DB00518,DB01076,0
DB00518,DB00636,0
DB00518,DB00518,0
DB00518,DB00091,0
DB00518,DB00701,0
DB00518,DB00224,0
DB00518,DB01232,0
DB00518,DB01232,0
DB00518,DB01601,0
DB00518,DB00503,0
DB00518,DB00220,0
DB00518,DB00295,0
DB00518,DB00295,0
DB00518,DB00295,0
DB00518,DB00860,0
DB00518,DB00231,0
DB00518,DB00277,0
DB09153,DB01076,0
DB09153,DB00636,0
DB09153,DB00518,0
DB09153,DB00091,0
DB09153,DB00701,0
DB09153,DB00224,0
DB09153,DB01232,0
DB09153,DB01232,0
DB09153,DB01601,0
DB09153,DB00503,0
DB09153,DB00220,0
DB09153,DB00295,0
DB09153,DB00295,0
DB09153,DB00295,0
DB09153,DB00860,0
DB09153,DB00231,0
DB09153,DB00277,0
DB01076,DB00636,0
DB01076,DB00518,0
DB01076,DB00091,0
DB01076,DB00701,0
DB01076,DB00224,0
DB01076,DB01232,0
DB01076,DB01232,0
DB01076,DB01601,0
DB01076,DB00503,0
DB01076,DB00220,0
DB01076,DB00295,0
DB01076,DB00295,0
DB01076,DB00295,0
DB01076,DB00860,0
DB01076,DB00231,0
DB01076,DB00277,0
DB00636,DB00518,0
DB00636,DB00091,0
