label,DBID1,DBID2
0,DB08907,DB11362
0,DB00593,DB04868
0,DB00814,DB01172
0,DB04908,DB06335
1,DB13896,DB15233
0,DB00857,DB01118
0,DB01264,DB01307
0,DB00333,DB00983
1,DB00295,DB00423
0,DB00871,DB01221
0,DB00286,DB00860
0,DB00277,DB00628
0,DB00619,DB01041
0,DB00318,DB01320
0,DB00252,DB00468
0,DB05889,DB11853
1,DB12245,DB14568
0,DB00902,DB11823
0,DB00662,DB00842
1,DB00444,DB06674
1,DB00761,DB11181
1,DB00220,DB12267
0,DB04946,DB11827
0,DB00227,DB06168
0,DB00001,DB09420
0,DB00009,DB01088
0,DB01026,DB01137
1,DB08912,DB12130
1,DB04845,DB06674
0,DB00465,DB01088
0,DB01205,DB01215
0,DB00358,DB01068
0,DB00405,DB00802
0,DB00692,DB00813
0,DB00898,DB01095
0,DB06372,DB13985
0,DB00277,DB09098
0,DB01158,DB08895
0,DB00396,DB01254
0,DB01072,DB01211
0,DB00222,DB08869
0,DB00323,DB00427
0,DB00331,DB00784
0,DB00611,DB00747
1,DB00563,DB14713
0,DB00694,DB00705
0,DB00864,DB06077
1,DB00741,DB09077
0,DB01124,DB09389
0,DB01233,DB04896
0,DB00983,DB05039
0,DB01129,DB13257
0,DB00055,DB09293
0,DB00897,DB09104
0,DB01041,DB14881
0,DB00321,DB09078
0,DB00086,DB06684
0,DB00366,DB09034
0,DB01281,DB06643
0,DB00283,DB01227
0,DB01101,DB08877
0,DB00222,DB00784
1,DB00521,DB00816
0,DB00046,DB09128
0,DB00325,DB09293
0,DB01612,DB11362
0,DB00986,DB01623
0,DB00384,DB01234
0,DB00285,DB01075
0,DB00570,DB11627
0,DB00220,DB01216
0,DB00763,DB01125
0,DB00318,DB00960
0,DB00290,DB09498
0,DB00241,DB00620
1,DB00450,DB01169
0,DB00642,DB01172
0,DB00678,DB01225
0,DB00993,DB09052
1,DB00014,DB00679
1,DB00243,DB14568
1,DB01394,DB09054
0,DB00993,DB06168
1,DB00243,DB00619
1,DB00051,DB06589
1,DB00476,DB08947
1,DB08826,DB11730
0,DB00431,DB09068
1,DB00864,DB06674
1,DB01041,DB02546
0,DB00712,DB01067
0,DB00331,DB06608
0,DB00903,DB01168
0,DB00310,DB00806
0,DB01167,DB09054
0,DB01126,DB14723
1,DB00618,DB01028
0,DB08820,DB09026
0,DB00726,DB01128
0,DB00530,DB01232
0,DB06688,DB15965
1,DB08873,DB11921
0,DB00283,DB00801
0,DB00454,DB00486
0,DB04845,DB11901
1,DB00684,DB00742
1,DB06204,DB08947
0,DB00405,DB00477
1,DB11348,DB12147
0,DB00213,DB01172
0,DB01574,DB04861
0,DB00472,DB01307
0,DB00332,DB00679
0,DB00860,DB13179
0,DB08896,DB11760
0,DB00773,DB00978
0,DB01133,DB11126
0,DB00322,DB05679
0,DB00007,DB00816
0,DB01056,DB06791
0,DB01233,DB11823
0,DB00414,DB01406
0,DB00864,DB01242
0,DB00361,DB00439
0,DB00228,DB01172
0,DB00581,DB06603
0,DB00520,DB05109
0,DB00398,DB01182
0,DB00559,DB00773
0,DB00864,DB06724
0,DB00412,DB06016
0,DB00364,DB01609
0,DB00252,DB00910
0,DB00801,DB00877
1,DB01225,DB06779
0,DB04946,DB11130
0,DB00366,DB00777
1,DB00001,DB14713
0,DB01591,DB08816
0,DB08868,DB14444
0,DB00524,DB00860
0,DB00011,DB00065
1,DB00701,DB00836
0,DB00776,DB09049
0,DB00393,DB06691
0,DB06216,DB08882
1,DB01248,DB05521
0,DB00707,DB00736
0,DB01291,DB08875
0,DB00812,DB01250
0,DB00999,DB09020
0,DB00726,DB09080
1,DB00675,DB12978
0,DB00009,DB00482
1,DB00365,DB01064
0,DB09322,DB11834
0,DB00404,DB06691
0,DB01035,DB01233
0,DB01058,DB11642
0,DB00503,DB14048
0,DB00013,DB10532
0,DB00136,DB01351
0,DB00549,DB00563
0,DB01247,DB06282
0,DB00968,DB01222
0,DB00641,DB11767
0,DB01280,DB09276
0,DB00580,DB00635
0,DB00731,DB12130
1,DB00069,DB05273
0,DB00719,DB00924
0,DB00208,DB00285
0,DB00390,DB00771
1,DB12530,DB15091
0,DB01609,DB06237
0,DB00549,DB12674
0,DB00285,DB12500
0,DB00397,DB08824
0,DB01259,DB12141
1,DB06288,DB08865
0,DB00065,DB00330
0,DB06210,DB13257
0,DB00675,DB14240
0,DB01098,DB01390
0,DB00734,DB01409
1,DB00252,DB00956
1,DB00626,DB01362
1,DB00353,DB01211
1,DB00608,DB09276
0,DB06282,DB11859
0,DB00465,DB05109
1,DB00573,DB00877
0,DB11793,DB13125
0,DB01609,DB12825
0,DB04871,DB08907
0,DB00672,DB09104
0,DB00812,DB04932
0,DB00673,DB00745
0,DB01240,DB01324
0,DB01024,DB06219
1,DB00106,DB00908
0,DB00008,DB01381
1,DB01111,DB08947
0,DB06176,DB06212
1,DB00569,DB14713
1,DB00539,DB00934
0,DB00694,DB16646
0,DB00976,DB04845
0,DB00808,DB06410
0,DB00608,DB05109
0,DB00623,DB00748
0,DB01137,DB01357
0,DB00524,DB04843
1,DB00921,DB01169
0,DB00586,DB00927
1,DB00779,DB01234
0,DB01076,DB06589
0,DB05039,DB09102
0,DB08864,DB11978
0,DB01069,DB01255
1,DB10315,DB11714
0,DB00620,DB00939
0,DB00934,DB01041
0,DB00918,DB00956
0,DB00328,DB12332
0,DB00526,DB15478
1,DB01323,DB08865
0,DB00087,DB00970
0,DB00405,DB00679
0,DB01012,DB12825
0,DB01255,DB09154
0,DB01377,DB11751
0,DB00420,DB00937
0,DB00490,DB01110
0,DB00477,DB01276
0,DB00934,DB06691
0,DB00902,DB04843
0,DB00397,DB00968
1,DB00308,DB01026
0,DB00246,DB09045
0,DB00552,DB01204
0,DB00836,DB01591
0,DB00839,DB01268
0,DB00030,DB00808
0,DB01115,DB11718
0,DB00571,DB08884
0,DB00445,DB06403
0,DB00321,DB00737
0,DB06688,DB13007
0,DB00503,DB00631
0,DB00262,DB00445
1,DB00569,DB00586
1,DB00374,DB12364
0,DB00532,DB00704
0,DB00424,DB04908
0,DB00712,DB09122
0,DB00688,DB01303
0,DB00701,DB01276
0,DB00196,DB00977
0,DB01211,DB08870
0,DB00572,DB09272
0,DB00872,DB08828
0,DB01001,DB01211
0,DB00810,DB00898
0,DB00375,DB00641
0,DB00773,DB06769
0,DB04871,DB09564
0,DB00705,DB01129
0,DB00046,DB00364
0,DB00515,DB08908
0,DB00199,DB00615
1,DB00407,DB00945
0,DB00635,DB01162
0,DB00348,DB01142
0,DB01023,DB08904
0,DB00573,DB05109
1,DB09135,DB13985
0,DB00491,DB00864
0,DB09498,DB15091
0,DB00690,DB09098
1,DB04868,DB12141
0,DB09331,DB10583
0,DB00434,DB00981
0,DB00899,DB08895
0,DB00222,DB00472
0,DB01124,DB01364
0,DB00497,DB00771
0,DB01167,DB09082
0,DB00570,DB11989
1,DB00477,DB11730
0,DB01365,DB06292
0,DB00039,DB00262
0,DB00804,DB01359
0,DB01174,DB06372
1,DB01167,DB09075
0,DB00008,DB11640
0,DB00490,DB09063
0,DB00988,DB01278
0,DB00472,DB06699
0,DB00046,DB01246
0,DB00052,DB15102
0,DB00443,DB16646
0,DB12267,DB12364
0,DB00748,DB05541
1,DB00224,DB06603
0,DB00444,DB00976
1,DB00081,DB00749
0,DB00955,DB09268
0,DB00731,DB00790
1,DB00963,DB06287
1,DB00987,DB13896
0,DB00197,DB11689
0,DB00051,DB01275
0,DB01609,DB14723
0,DB00531,DB00681
0,DB00976,DB11691
0,DB01024,DB06211
0,DB00334,DB00719
1,DB00975,DB14713
0,DB08870,DB11627
0,DB00806,DB01275
0,DB04837,DB06077
1,DB00514,DB01037
0,DB00816,DB01165
0,DB00565,DB00653
0,DB00691,DB00902
0,DB00647,DB00692
0,DB05316,DB12141
0,DB00531,DB01044
0,DB04838,DB06292
0,DB01072,DB09104
0,DB00563,DB01177
0,DB00877,DB10300
0,DB00261,DB00969
1,DB00282,DB08947
0,DB00627,DB05109
0,DB00357,DB09083
0,DB01268,DB08870
1,DB00993,DB08826
0,DB00332,DB01238
1,DB00604,DB12612
1,DB12371,DB14962
0,DB00898,DB05271
0,DB00983,DB06204
1,DB01109,DB06605
1,DB00745,DB12267
1,DB00468,DB08881
0,DB01001,DB06288
1,DB00780,DB01168
0,DB00048,DB09030
0,DB01033,DB08908
0,DB00864,DB11921
0,DB00197,DB09570
0,DB00312,DB00792
0,DB08870,DB13890
0,DB00849,DB09039
1,DB00106,DB09063
0,DB01167,DB01177
0,DB00255,DB08907
0,DB00196,DB00343
1,DB04572,DB08826
0,DB01406,DB11986
0,DB09080,DB14881
0,DB01142,DB11640
0,DB05109,DB06413
1,DB04844,DB06603
0,DB00264,DB00672
0,DB00561,DB09268
0,DB11952,DB12001
1,DB00959,DB01149
0,DB00059,DB13179
0,DB00987,DB01181
0,DB00544,DB06688
0,DB01319,DB12001
0,DB06403,DB08899
0,DB00501,DB12141
0,DB00026,DB00642
0,DB00414,DB00749
1,DB00009,DB06441
0,DB01175,DB06282
0,DB00023,DB00943
0,DB00414,DB01276
0,DB01590,DB15762
0,DB09102,DB11691
0,DB00245,DB00295
1,DB00005,DB11921
0,DB00672,DB01050
1,DB00696,DB01105
0,DB00857,DB01195
0,DB08899,DB11640
0,DB00377,DB12161
0,DB00091,DB08864
0,DB04865,DB06335
0,DB00958,DB14219
1,DB00314,DB01249
1,DB00011,DB00363
0,DB00951,DB01261
1,DB13074,DB14881
0,DB00246,DB00331
0,DB11767,DB14222
1,DB00450,DB00871
0,DB00586,DB09274
0,DB00358,DB11110
1,DB11978,DB12371
0,DB06724,DB08931
0,DB09077,DB15823
1,DB00321,DB09330
0,DB00059,DB00099
0,DB00014,DB00674
1,DB06708,DB11730
1,DB08901,DB12978
0,DB12498,DB16646
0,DB09079,DB14730
0,DB00959,DB12942
0,DB00737,DB01452
1,DB00712,DB12364
0,DB00371,DB00748
0,DB00444,DB06317
0,DB00255,DB00540
0,DB00694,DB00934
0,DB06292,DB14276
0,DB00372,DB01577
0,DB11294,DB14004
0,DB00052,DB06216
0,DB00999,DB01284
0,DB01501,DB04837
0,DB00307,DB01238
0,DB01110,DB06414
1,DB00246,DB01269
1,DB00091,DB01299
0,DB00687,DB01351
0,DB00315,DB12612
0,DB08899,DB13007
0,DB00059,DB01211
0,DB00022,DB05773
0,DB00762,DB11986
1,DB00994,DB05260
1,DB00991,DB01097
1,DB00745,DB00956
1,DB01244,DB06176
0,DB06589,DB08877
0,DB00041,DB00350
0,DB00784,DB00863
0,DB00446,DB09517
0,DB09098,DB12301
0,DB00908,DB06674
0,DB00927,DB11915
0,DB00762,DB00864
1,DB00687,DB10316
0,DB00432,DB11793
0,DB00682,DB01166
0,DB01174,DB01229
1,DB01138,DB11703
0,DB00199,DB00415
0,DB08912,DB11560
0,DB00712,DB00775
1,DB00199,DB08827
0,DB00218,DB09020
1,DB01191,DB08918
0,DB01110,DB06589
0,DB00328,DB08870
1,DB06674,DB09330
1,DB05316,DB14568
0,DB00651,DB00938
0,DB00607,DB08901
0,DB00014,DB00978
0,DB00328,DB00619
0,DB00635,DB01201
0,DB01069,DB01261
0,DB01177,DB11915
0,DB00327,DB01114
0,DB00350,DB01018
0,DB01177,DB15823
0,DB00321,DB08936
0,DB05109,DB10583
0,DB00748,DB11601
0,DB00889,DB11915
1,DB01097,DB06681
0,DB00363,DB01124
0,DB00252,DB00795
0,DB00356,DB11186
1,DB01227,DB09280
0,DB00279,DB06706
0,DB00427,DB00829
0,DB00374,DB08918
0,DB00346,DB00983
1,DB01222,DB09063
0,DB00674,DB09063
1,DB00477,DB09063
0,DB00284,DB00687
0,DB00818,DB12371
0,DB00045,DB00072
0,DB01004,DB12498
0,DB00091,DB14444
1,DB00500,DB11095
0,DB00366,DB00804
0,DB00696,DB06287
0,DB01303,DB15762
0,DB05812,DB14240
0,DB06702,DB09488
0,DB00394,DB00867
0,DB11703,DB12978
1,DB00648,DB01115
0,DB00187,DB11362
0,DB09078,DB11915
1,DB00726,DB06708
0,DB01129,DB09100
0,DB00559,DB00741
0,DB00199,DB11796
0,DB00798,DB01400
0,DB00075,DB00163
1,DB01041,DB04575
0,DB00041,DB00237
0,DB00524,DB09080
1,DB00956,DB09063
0,DB00225,DB00598
0,DB00046,DB00477
1,DB00266,DB00685
0,DB00780,DB09268
0,DB01230,DB09122
0,DB00501,DB12010
0,DB00041,DB01215
1,DB00927,DB01072
0,DB00482,DB01403
0,DB00209,DB01591
0,DB00607,DB01254
1,DB00608,DB00889
1,DB01259,DB09065
0,DB01406,DB12267
0,DB00570,DB01323
0,DB00271,DB01144
1,DB00242,DB00536
0,DB09063,DB09481
1,DB01611,DB06595
0,DB06605,DB08886
0,DB01017,DB14730
0,DB00966,DB09038
0,DB00289,DB00563
0,DB06595,DB06699
0,DB09054,DB13985
0,DB00039,DB12483
1,DB11901,DB15465
0,DB01016,DB01069
0,DB01001,DB01227
1,DB00261,DB00864
1,DB00182,DB01105
1,DB00991,DB06287
1,DB00377,DB01175
0,DB01394,DB06287
0,DB00993,DB08901
0,DB00390,DB04868
0,DB00227,DB00694
0,DB01656,DB06603
0,DB01030,DB10446
0,DB00015,DB00573
1,DB01115,DB08899
0,DB00051,DB01394
0,DB00202,DB01223
0,DB00178,DB00731
1,DB00308,DB11718
0,DB00529,DB00860
1,DB00361,DB08895
1,DB12500,DB15465
0,DB00069,DB06674
0,DB00222,DB01001
0,DB00734,DB09272
1,DB00939,DB06822
0,DB00877,DB01307
1,DB00872,DB09065
0,DB01234,DB04920
1,DB00933,DB01169
0,DB00501,DB06723
0,DB01008,DB06643
0,DB01041,DB05316
0,DB01075,DB01247
0,DB00346,DB06176
1,DB01181,DB04572
1,DB00013,DB01609
0,DB00603,DB06287
0,DB00033,DB00099
0,DB00305,DB00958
0,DB01182,DB11363
1,DB00586,DB06287
0,DB01619,DB05246
0,DB08815,DB13874
0,DB01073,DB01610
0,DB06273,DB11294
1,DB00108,DB08904
0,DB00372,DB00575
0,DB00470,DB00532
1,DB00333,DB06708
0,DB00398,DB01125
0,DB01583,DB11126
0,DB00241,DB01248
1,DB00665,DB00908
1,DB01026,DB13074
0,DB00414,DB00795
1,DB12159,DB14711
0,DB00241,DB00277
0,DB00105,DB01248
0,DB00839,DB01170
0,DB00214,DB01075
0,DB01064,DB06707
0,DB00059,DB00660
0,DB00106,DB06616
0,DB00501,DB11837
0,DB00352,DB11988
0,DB00427,DB11294
1,DB00087,DB10343
0,DB00434,DB01105
0,DB01069,DB09104
0,DB01024,DB01415
0,DB00208,DB01656
0,DB00321,DB00672
0,DB00620,DB00867
0,DB00797,DB11362
0,DB00020,DB00305
0,DB00865,DB05039
0,DB00326,DB12455
0,DB01044,DB06723
0,DB00035,DB00472
0,DB00108,DB08886
0,DB00387,DB00737
1,DB00204,DB01137
0,DB00877,DB01110
1,DB01018,DB11901
0,DB00270,DB06273
0,DB00069,DB00099
1,DB00204,DB00871
0,DB01101,DB08938
0,DB01175,DB01609
0,DB00822,DB01098
1,DB00247,DB01026
0,DB00026,DB01174
0,DB01001,DB01276
0,DB01579,DB09043
0,DB01142,DB01219
1,DB00199,DB00342
0,DB00820,DB01240
0,DB00404,DB08938
0,DB00060,DB01211
0,DB00738,DB01026
0,DB11581,DB14443
0,DB00051,DB01223
0,DB00708,DB06674
0,DB00609,DB08904
0,DB00853,DB11294
1,DB00708,DB04871
0,DB00374,DB00968
0,DB06372,DB11760
1,DB00853,DB15091
0,DB09080,DB11827
0,DB00976,DB01410
0,DB00808,DB00910
0,DB01015,DB01611
0,DB00479,DB00533
0,DB00471,DB01241
0,DB00195,DB06691
0,DB00524,DB01249
0,DB01285,DB14783
0,DB00570,DB06317
0,DB01276,DB13007
0,DB00959,DB08907
0,DB01024,DB01627
0,DB01067,DB06717
1,DB00526,DB00679
1,DB01156,DB06700
0,DB00679,DB09265
0,DB00242,DB14409
0,DB00877,DB05679
0,DB00619,DB01242
0,DB00244,DB01028
1,DB00328,DB01254
0,DB01309,DB04865
0,DB00068,DB08864
0,DB00398,DB00433
0,DB00898,DB01026
0,DB01019,DB09472
1,DB01590,DB09063
0,DB00091,DB08916
0,DB00072,DB00099
0,DB00700,DB06691
0,DB11988,DB12001
0,DB00755,DB14723
1,DB00933,DB06176
1,DB00277,DB00335
0,DB00619,DB01215
0,DB00871,DB00988
0,DB05889,DB06402
1,DB09053,DB09054
0,DB00777,DB00981
0,DB11834,DB14409
0,DB00398,DB09046
0,DB01115,DB11837
0,DB00146,DB00524
1,DB01208,DB08865
1,DB00277,DB00373
0,DB00661,DB13231
0,DB00105,DB00445
0,DB00642,DB00927
0,DB00680,DB00682
0,DB00318,DB08816
0,DB00707,DB00808
0,DB00215,DB09075
0,DB00682,DB00930
0,DB00552,DB00619
0,DB00647,DB01259
0,DB01030,DB06176
0,DB00009,DB00492
1,DB00468,DB01208
0,DB00342,DB11652
0,DB00019,DB15035
0,DB01128,DB11952
0,DB01115,DB06626
0,DB01012,DB01233
0,DB00491,DB00880
0,DB00041,DB00619
0,DB00344,DB00637
0,DB00091,DB01082
1,DB00688,DB08868
0,DB08882,DB09027
0,DB01246,DB01322
0,DB00949,DB12267
1,DB00107,DB04855
0,DB00405,DB06700
1,DB00428,DB09156
0,DB01114,DB04855
0,DB00193,DB00486
0,DB00067,DB00668
0,DB00006,DB00939
0,DB00497,DB00549
1,DB00199,DB08865
1,DB00215,DB11986
0,DB00222,DB00945
1,DB00204,DB12332
0,DB00745,DB00864
1,DB00762,DB12893
1,DB01166,DB01211
1,DB00477,DB01233
0,DB00594,DB09133
1,DB00706,DB09063
1,DB00539,DB01227
0,DB08820,DB11703
0,DB00284,DB01319
0,DB11160,DB11186
0,DB00231,DB06724
0,DB00159,DB06209
0,DB06595,DB15478
0,DB00738,DB01016
1,DB09330,DB10315
0,DB00068,DB06813
0,DB06643,DB11569
1,DB00888,DB01041
0,DB00443,DB00912
1,DB01222,DB01319
1,DB08874,DB15982
0,DB00233,DB09268
0,DB11730,DB15093
1,DB01097,DB06287
0,DB00285,DB12130
0,DB00661,DB11130
1,DB00687,DB04855
0,DB00898,DB01276
0,DB06292,DB06791
0,DB00661,DB08907
0,DB00626,DB00631
0,DB00571,DB11130
0,DB00344,DB12245
0,DB00296,DB00619
0,DB00275,DB00864
0,DB00254,DB01053
1,DB00904,DB14881
0,DB00951,DB05773
0,DB00924,DB11315
1,DB00951,DB01218
1,DB00191,DB01247
0,DB00026,DB00631
0,DB00213,DB06626
0,DB00377,DB00529
1,DB00604,DB00695
0,DB01016,DB02701
1,DB00889,DB01208
0,DB01073,DB06372
1,DB00377,DB01247
0,DB00321,DB01114
0,DB00526,DB00978
0,DB06663,DB11952
0,DB01001,DB01246
0,DB00571,DB01307
0,DB00418,DB00539
0,DB00540,DB09082
0,DB00661,DB08828
1,DB01044,DB12332
1,DB00262,DB01041
0,DB00285,DB00388
1,DB08896,DB12612
0,DB00209,DB00698
0,DB00092,DB00851
0,DB00357,DB11951
1,DB00196,DB08815
0,DB01099,DB13985
1,DB01041,DB10315
0,DB00956,DB01114
1,DB08865,DB09143
0,DB00261,DB00476
0,DB00997,DB06176
1,DB00390,DB01259
0,DB06402,DB06589
0,DB00214,DB08907
0,DB08912,DB16625
0,DB00254,DB00695
0,DB00877,DB01215
0,DB00812,DB11598
0,DB00655,DB01132
1,DB09063,DB12500
0,DB00059,DB01098
0,DB00039,DB01177
1,DB00701,DB00938
0,DB09401,DB11362
0,DB00470,DB00877
0,DB00488,DB11988
0,DB00035,DB01104
0,DB00019,DB04868
0,DB00861,DB08938
0,DB06788,DB09472
0,DB01222,DB10316
0,DB00818,DB08912
0,DB01098,DB09276
1,DB00615,DB01058
1,DB00694,DB01611
0,DB06016,DB11986
0,DB00431,DB00827
0,DB00648,DB00745
0,DB00839,DB09389
0,DB00571,DB01143
0,DB00694,DB08913
0,DB00543,DB01026
0,DB00405,DB00508
0,DB00060,DB00069
0,DB00357,DB00682
1,DB11642,DB11901
0,DB00717,DB12500
0,DB00099,DB00970
0,DB00864,DB09026
0,DB00938,DB09083
0,DB00871,DB04953
1,DB00757,DB01208
1,DB05521,DB11979
0,DB00501,DB01259
0,DB00350,DB01069
0,DB00620,DB09268
0,DB00414,DB01109
0,DB00983,DB09043
0,DB00451,DB01307
0,DB00188,DB04865
0,DB00881,DB00956
1,DB00218,DB11978
0,DB00357,DB06287
1,DB08865,DB11828
0,DB00906,DB01609
0,DB00851,DB14761
0,DB00820,DB11979
0,DB00827,DB06335
0,DB00237,DB06769
0,DB00619,DB08816
1,DB00051,DB06674
0,DB00199,DB06413
0,DB00656,DB11986
0,DB00290,DB00445
0,DB00323,DB05109
0,DB01267,DB11130
0,DB00434,DB06283
0,DB04948,DB05039
0,DB00937,DB01381
0,DB00574,DB00611
0,DB01259,DB04844
0,DB01233,DB01337
1,DB00399,DB04711
1,DB00537,DB01611
1,DB00816,DB12825
0,DB01233,DB06204
0,DB01276,DB14713
0,DB01229,DB08867
0,DB11652,DB11995
1,DB00549,DB01100
0,DB00543,DB01041
0,DB00575,DB00835
0,DB00001,DB11689
0,DB00443,DB01116
0,DB04835,DB11828
0,DB03619,DB05578
1,DB06228,DB09065
1,DB01175,DB09330
0,DB01192,DB11130
0,DB00091,DB01399
0,DB06168,DB10429
0,DB00046,DB01367
0,DB00349,DB09154
0,DB01197,DB09481
0,DB00342,DB01236
0,DB01611,DB09054
0,DB00988,DB01132
0,DB01234,DB12141
0,DB00649,DB00911
1,DB00574,DB00889
1,DB06603,DB15685
1,DB00928,DB15091
0,DB00470,DB11859
1,DB00261,DB01165
1,DB00612,DB12371
0,DB01274,DB09082
0,DB00013,DB00513
0,DB00343,DB01142
0,DB00254,DB00258
1,DB01113,DB01159
1,DB00978,DB06663
0,DB00196,DB00448
1,DB00282,DB01362
0,DB06043,DB10300
0,DB01280,DB04572
0,DB12159,DB14409
1,DB00682,DB06228
0,DB00598,DB11921
1,DB00983,DB01203
0,DB00908,DB01124
0,DB00443,DB09381
0,DB00317,DB05109
0,DB00945,DB12615
1,DB00051,DB00056
0,DB00851,DB01206
0,DB00052,DB00717
0,DB12035,DB14520
0,DB00508,DB08824
0,DB00748,DB01148
0,DB00933,DB01291
1,DB01155,DB08865
0,DB06663,DB08882
0,DB04953,DB11986
0,DB00682,DB08893
1,DB00091,DB08873
0,DB01076,DB06287
0,DB00242,DB01030
1,DB00556,DB12612
1,DB01195,DB14568
0,DB01259,DB06413
1,DB00204,DB00377
0,DB00047,DB05039
1,DB06595,DB10315
0,DB00366,DB00402
0,DB00468,DB00864
0,DB00612,DB01362
0,DB00222,DB09104
0,DB00556,DB00889
0,DB00694,DB00916
0,DB00795,DB06654
1,DB01088,DB08896
0,DB01068,DB09085
0,DB00372,DB00553
1,DB00065,DB01033
0,DB00213,DB00310
0,DB00327,DB11130
0,DB01155,DB11248
1,DB00813,DB09054
0,DB00620,DB00728
0,DB08885,DB14219
1,DB08880,DB11652
0,DB00404,DB09029
1,DB00552,DB01097
1,DB01169,DB01244
0,DB00836,DB12147
0,DB01132,DB09100
0,DB01069,DB01612
0,DB00542,DB00620
1,DB00308,DB00816
0,DB06317,DB08903
1,DB08912,DB15035
0,DB00437,DB01574
0,DB01142,DB06716
0,DB01088,DB12612
0,DB00404,DB01609
0,DB00631,DB06372
0,DB00015,DB14276
0,DB00863,DB01115
0,DB00197,DB00451
0,DB00904,DB01211
0,DB00087,DB01281
1,DB01211,DB09063
0,DB00448,DB08828
1,DB09054,DB09330
0,DB00281,DB00776
1,DB00495,DB15091
0,DB00924,DB11730
0,DB00637,DB00714
0,DB00106,DB00850
0,DB00519,DB06724
0,DB00178,DB06723
1,DB00328,DB09075
0,DB00625,DB00631
0,DB00537,DB11827
0,DB00441,DB06372
0,DB00651,DB01338
0,DB00305,DB14219
0,DB00270,DB06168
1,DB00501,DB09039
0,DB00366,DB01192
0,DB00188,DB09074
0,DB01248,DB14019
0,DB01275,DB05773
0,DB00476,DB01109
0,DB00209,DB00880
0,DB00431,DB00508
1,DB00665,DB12978
0,DB00531,DB14761
1,DB00608,DB01218
1,DB01014,DB04711
1,DB01113,DB01177
0,DB00261,DB01088
0,DB01142,DB06825
1,DB00864,DB00991
0,DB01223,DB09046
0,DB08909,DB11730
0,DB01247,DB04837
0,DB08893,DB09065
1,DB01168,DB06204
0,DB06016,DB11827
1,DB06663,DB13074
0,DB01132,DB08870
0,DB06603,DB09098
0,DB00278,DB01191
0,DB09026,DB11979
0,DB01409,DB01591
0,DB00635,DB00683
0,DB00488,DB06643
0,DB00283,DB00475
0,DB00792,DB01322
1,DB00363,DB00398
0,DB00622,DB01259
0,DB00291,DB01610
1,DB00859,DB09134
0,DB00414,DB09128
0,DB00682,DB01220
0,DB00011,DB00268
0,DB00348,DB06589
0,DB00002,DB00544
0,DB01151,DB12010
0,DB01242,DB09268
1,DB00784,DB01362
1,DB00563,DB00812
0,DB00434,DB01202
0,DB01190,DB01319
0,DB00414,DB00635
1,DB00752,DB00937
1,DB00333,DB12612
0,DB01590,DB08882
0,DB00342,DB00845
0,DB08893,DB14568
0,DB00266,DB00975
0,DB00594,DB01249
1,DB00005,DB13915
0,DB06176,DB10429
0,DB01235,DB01611
0,DB00176,DB00762
0,DB00585,DB09278
0,DB00902,DB01175
0,DB01142,DB08864
0,DB00065,DB14222
1,DB09073,DB10317
0,DB00674,DB00738
1,DB06692,DB11330
0,DB00470,DB00792
0,DB00365,DB01168
0,DB00333,DB09272
0,DB09100,DB11126
0,DB00261,DB09068
1,DB04855,DB09472
1,DB00242,DB00617
1,DB00712,DB08896
1,DB01232,DB13867
0,DB00557,DB01233
1,DB00958,DB13896
1,DB00055,DB00758
1,DB00978,DB09063
0,DB06595,DB09045
0,DB09027,DB11793
0,DB00404,DB09036
1,DB01181,DB01362
0,DB01416,DB09104
0,DB00997,DB13890
1,DB08865,DB08903
1,DB01174,DB08816
0,DB01026,DB06724
0,DB00266,DB00860
0,DB00853,DB13890
0,DB00285,DB06595
0,DB05812,DB12161
0,DB00384,DB00586
0,DB01248,DB08871
0,DB00363,DB00898
0,DB00736,DB13879
0,DB04908,DB09098
0,DB00427,DB00662
0,DB01172,DB01330
0,DB00976,DB01190
0,DB00871,DB06616
0,DB00414,DB01247
0,DB00209,DB01224
0,DB00244,DB00798
0,DB00230,DB00902
0,DB00570,DB00625
0,DB00443,DB14707
0,DB05039,DB15685
0,DB00357,DB00976
1,DB01181,DB05273
0,DB01110,DB01222
0,DB00726,DB00857
0,DB00197,DB14240
0,DB00193,DB00782
0,DB06715,DB09026
0,DB00346,DB01069
0,DB01005,DB01248
0,DB00048,DB00595
1,DB11363,DB12371
1,DB00721,DB09112
0,DB00856,DB09128
0,DB09053,DB11627
0,DB00398,DB01101
0,DB11642,DB14723
0,DB00214,DB00576
0,DB00594,DB01234
0,DB01381,DB06209
0,DB00041,DB00099
0,DB00514,DB01192
0,DB00343,DB00486
0,DB09462,DB11642
0,DB00107,DB00938
0,DB00365,DB09481
0,DB00839,DB00841
1,DB00278,DB06605
1,DB00784,DB06209
0,DB00741,DB06448
0,DB00379,DB05990
0,DB00323,DB00704
0,DB01261,DB11652
0,DB00549,DB09061
0,DB00199,DB00619
0,DB04574,DB14723
0,DB00757,DB09462
0,DB00928,DB09498
1,DB00420,DB06603
0,DB00777,DB01113
0,DB00007,DB00921
1,DB00445,DB01208
1,DB00091,DB01083
0,DB00748,DB01403
0,DB01119,DB01149
1,DB01137,DB09083
0,DB00945,DB01129
0,DB00540,DB01612
0,DB00318,DB00457
0,DB00197,DB06414
0,DB00694,DB01656
0,DB00250,DB08904
0,DB00360,DB00770
0,DB00508,DB01105
0,DB00083,DB00792
